s,e,t
"li,lm","yu,canqing",2015
"li,lm","yang,ling",2015
"li,lm","guo,yu",2015
"li,lm","chen,yiping",2015
"li,lm","bian,zheng",2015
"li,lm","sun,dianjianyi",2015
"li,lm","du,jianwei",2015
"li,lm","ge,pengfei",2015
"li,lm","tang,zhenzhu",2015
"li,lm","hou,wei",2015
"li,lm","li,yanjie",2015
"li,lm","chen,junshi",2015
"li,lm","chen,zhengming",2015
"li,lm","li,liming",2015
"loupy,a","kamar,nassim",2015
"loupy,a","vernerey,dewi",2015
"loupy,a","viglietti,denis",2015
"loupy,a","martinez,frank",2015
"loupy,a","duong-van-huyen,jean-paul",2015
"loupy,a","eladari,dominique",2015
"loupy,a","empana,jean-philippe",2015
"loupy,a","rabant,marion",2015
"loupy,a","verine,jerome",2015
"loupy,a","rostaing,lionel",2015
"loupy,a","congy,nicolas",2015
"loupy,a","guilbeau-frugier,celine",2015
"loupy,a","mourad,georges",2015
"loupy,a","garrigue,valerie",2015
"loupy,a","morelon,emmanuel",2015
"loupy,a","giral,magali",2015
"loupy,a","kessler,michele",2015
"loupy,a","ladriere,marc",2015
"loupy,a","delahousse,michel",2015
"loupy,a","glotz,denis",2015
"loupy,a","legendre,christophe",2015
"loupy,a","jouven,xavier",2015
"loupy,a","lefaucheur,carmen",2015
"loupy,a","loupy,alexandre",2015
"xian,y","wu,jingjing",2015
"xian,y","obrien,emilyc.",2015
"xian,y","fonarow,greggc.",2015
"xian,y","olson,daiwaim.",2015
"xian,y","schwamm,leeh.",2015
"xian,y","bhatt,deepakl.",2015
"xian,y","smith,erice.",2015
"xian,y","suter,roberte.",2015
"xian,y","hannah,deidre",2015
"xian,y","lindholm,brianna",2015
"xian,y","maisch,lesley",2015
"xian,y","greiner,melissaa.",2015
"xian,y","lytle,barbaral.",2015
"xian,y","pencina,michaelj.",2015
"xian,y","peterson,ericd.",2015
"xian,y","hernandez,adrianf.",2015
"tong,cyw","kennedy,ioana",2015
"tong,cyw","tong,c.y.william",2015
"luangasanatip,n","hongsuwan,maliwan",2015
"luangasanatip,n","limmathurotsakul,direk",2015
"luangasanatip,n","lubell,yoel",2015
"luangasanatip,n","lee,andies.",2015
"luangasanatip,n","harbarth,stephan",2015
"luangasanatip,n","day,nicholasp.j.",2015
"luangasanatip,n","graves,nicholas",2015
"luangasanatip,n","cooper,bens.",2015
"ye,wm","ekheden,isabellaguncha",2015
"ye,wm","zheng,zongli",2015
"ye,wm","ericsson,jan",2015
"ye,wm","nyren,olof",2015
"ye,wm","ye,weimin",2015
"detollenaere,rj","denboon,jan",2015
"detollenaere,rj","stekelenburg,jelle",2015
"detollenaere,rj","inthout,joanna",2015
"detollenaere,rj","vierhout,marke.",2015
"detollenaere,rj","kluivers,kirstenb.",2015
"detollenaere,rj","vaneijndhoven,hugow.f.",2015
"dargent-molina,p","cassou,bernard",2015
"dargent-molina,p","latouche,aurelien",2015
"dargent-molina,p","aegerter,philippe",2015
"dargent-molina,p","charles,marie-aline",2015
"dargent-molina,p","dargent-molina,patricia",2015
"qi,l","ley,sylviah.",2015
"qi,l","tobias,deirdrek.",2015
"qi,l","chiuve,stephaniee.",2015
"qi,l","vanderweele,tylerj.",2015
"qi,l","rich-edwards,janetw.",2015
"qi,l","curhan,garyc.",2015
"qi,l","willett,walterc.",2015
"qi,l","manson,joanne.",2015
"qi,l","hu,frankb.",2015
"qi,l","qi,lu",2015
"setoguchi,s","stevenson,lynnewarner",2015
"setoguchi,s","stewart,garrickc.",2015
"setoguchi,s","bhatt,deepakl.",2015
"setoguchi,s","desai,manisha",2015
"setoguchi,s","seeger,johnd.",2015
"setoguchi,s","williams,lauren",2015
"setoguchi,s","jalbert,jessicaj.",2015
"setoguchi,s","setoguchi,soko",2015
"hogan,h","zipfel,rebecca",2015
"hogan,h","neuburger,jenny",2015
"hogan,h","hutchings,andrew",2015
"hogan,h","darzi,ara",2015
"hogan,h","black,nick",2015
"eikermann,m","melo,marcosf.vidal",2015
"eikermann,m","mclean,duncanj.",2015
"eikermann,m","wanderer,jonathanp.",2015
"eikermann,m","grabitz,stephanied.",2015
"eikermann,m","kurth,tobias",2015
"eikermann,m","eikermann,matthias",2015
"park,bj","park,mi-ju",2015
"park,bj","lee,shinhaeng",2015
"park,bj","choi,so-hyun",2015
"park,bj","kim,mi-hee",2015
"park,bj","choi,nam-kyong",2015
"park,bj","lee,joongyub",2015
"park,bj","park,byung-joo",2015
"webb,rh","grant,cameron",2015
"webb,rh","harnden,anthony",2015
"andersson,n","nava-aguilera,elizabeth",2015
"andersson,n","arostegui,jorge",2015
"andersson,n","morales-perez,arcadio",2015
"andersson,n","suazo-laguna,harold",2015
"andersson,n","legorreta-soberanis,jose",2015
"andersson,n","hernandez-alvarez,carlos",2015
"andersson,n","fernandez-salas,ildefonso",2015
"andersson,n","paredes-solis,sergio",2015
"andersson,n","balmaseda,angel",2015
"andersson,n","juancortes-guzman,antonio",2015
"andersson,n","serranodelossantos,rene",2015
"andersson,n","coloma,josefina",2015
"andersson,n","ledogar,robertj.",2015
"andersson,n","harris,eva",2015
"reefhuis,j","devine,owen",2015
"reefhuis,j","friedman,janm.",2015
"reefhuis,j","louik,carol",2015
"reefhuis,j","honein,margareta.",2015
"mehrotra,a","linder,jeffreya.",2015
"mehrotra,a","gidengil,courtney",2015
"mehrotra,a","mehrotra,ateev",2015
"yeo,a","james,kyle",2015
"yeo,a","ramachandran,manoj",2015
"fokom-domgue,j","combescure,christophe",2015
"fokom-domgue,j","fokom-defo,victoire",2015
"fokom-domgue,j","tebeu,pierremarie",2015
"fokom-domgue,j","vassilakos,pierre",2015
"fokom-domgue,j","kengne,andrepascal",2015
"fokom-domgue,j","petignat,patrick",2015
"holleman,f","uijldert,mick",2015
"holleman,f","donswijk,lennartf.",2015
"holleman,f","gale,edwina.m.",2015
"emanuel,ej","bedarida,gabriella",2015
"emanuel,ej","macci,kristy",2015
"emanuel,ej","gabler,nicoleb.",2015
"emanuel,ej","rid,annette",2015
"emanuel,ej","wendler,david",2015
"bhattacharya,s","scott,neilw.",2015
"bhattacharya,s","jones,garetht.",2015
"bhattacharya,s","bhattacharya,sohinee",2015
"knoll,ga","fergusson,dean",2015
"knoll,ga","tsampalieros,annek.",2015
"knoll,ga","bennett,alexandria",2015
"knoll,ga","fergusson,nicholas",2015
"knoll,ga","ramsay,timothy",2015
"knoll,ga","knoll,grega.",2015
"steineck,i","cederholm,jan",2015
"steineck,i","eliasson,bjorn",2015
"steineck,i","rawshani,araz",2015
"steineck,i","eeg-olofsson,katarina",2015
"steineck,i","svensson,ann-marie",2015
"steineck,i","zethelius,bjorn",2015
"steineck,i","avdic,tarik",2015
"steineck,i","landin-olsson,mona",2015
"steineck,i","jendle,johan",2015
"steineck,i","gudbjornsdottir,soffia",2015
"kurth,t","tzourio,christophe",2015
"kurth,t","auriacombe,sophie",2015
"kurth,t","amieva,helene",2015
"kurth,t","dufouil,carole",2015
"kurth,t","alperovitch,annick",2015
"kurth,t","kurth,tobias",2015
"smith,je","rockett,mark",2015
"smith,je","creanor,siobhans.",2015
"smith,je","squire,rosalyn",2015
"smith,je","hayward,chris",2015
"smith,je","ewings,paul",2015
"smith,je","barton,andy",2015
"smith,je","pritchard,colin",2015
"smith,je","eyre,victoria",2015
"smith,je","cocking,laura",2015
"smith,je","benger,jonathan",2015
"saito,ya","saito,yuria.",2015
"robinson,l","tang,eugene",2015
"robinson,l","taylor,john-paul",2015
"thorlund,jb","juhl,c.b.",2015
"thorlund,jb","roos,e.m.",2015
"thorlund,jb","lohmander,l.s.",2015
"thomas,ks","thomas,kims.",2015
"thomas,ks","craig,fionae.",2015
"thomas,ks","mitchell,eleanor",2015
"thomas,ks","greenlaw,nicola",2015
"thomas,ks","norrie,john",2015
"thomas,ks","mason,jamesm.",2015
"thomas,ks","walton,shernaz",2015
"thomas,ks","johnston,grahama.",2015
"thomas,ks","williams,hywelc.",2015
"whitlock,el","kim,helen",2015
"whitlock,el","auerbach,andrewd.",2015
"redberg,rf","dhruva,sankets.",2015
"redberg,rf","chu,janet",2015
"redberg,rf","bero,lisaa.",2015
"redberg,rf","redberg,ritaf.",2015
"lurie,p","chahal,harinders.",2015
"lurie,p","sigelman,danielw.",2015
"lurie,p","stacy,sylvie",2015
"lurie,p","sclar,joshua",2015
"lurie,p","ddamulira,barbara",2015
"park,tw","saitz,richard",2015
"park,tw","ganoczy,dara",2015
"park,tw","ilgen,marka.",2015
"park,tw","bohnert,amys.b.",2015
"kontopantelis,e","doran,tim",2015
"kontopantelis,e","springate,davida.",2015
"kontopantelis,e","buchan,iain",2015
"kontopantelis,e","reeves,david",2015
"plunkett,a","tong,jeremy",2015
"hooper,r","bourke,liam",2015
"andersen,nn","pasternak,bjorn",2015
"andersen,nn","friis-moller,nina",2015
"andersen,nn","andersson,mikael",2015
"andersen,nn","jess,tine",2015
"stevens,rd","wang,han",2015
"stevens,rd","schneider,ericb.",2015
"stevens,rd","nagaraja,neeraja",2015
"stevens,rd","yenokyan,gayane",2015
"stevens,rd","damluji,abdulla",2015
"stevens,rd","serafim,rodrigob.",2015
"stevens,rd","stevens,robertd.",2015
"bland,jm","altman,douglasg.",2015
"bowes,l","joinson,carol",2015
"bowes,l","wolke,dieter",2015
"bowes,l","lewis,glyn",2015
"sedrakyan,a","mao,jialin",2015
"sedrakyan,a","buck,jessica",2015
"sedrakyan,a","kaplan,steven",2015
"sedrakyan,a","sedrakyan,art",2015
"minisola,s","pepe,jessica",2015
"minisola,s","piemonte,sara",2015
"minisola,s","cipriani,cristiana",2015
"fazel,s","lichtenstein,paul",2015
"fazel,s","zetterqvist,johan",2015
"fazel,s","gumpert,clarahellner",2015
"fazel,s","fazel,seena",2015
"thangarajah,t","lambert,simon",2015
"vockley,jg","niederhuber,johne.",2015
"abraha,i","cherubini,antonio",2015
"abraha,i","cozzolino,francesco",2015
"abraha,i","deflorio,rita",2015
"abraha,i","luchetta,marialaura",2015
"abraha,i","rimland,josephm.",2015
"abraha,i","folletti,ilenia",2015
"abraha,i","marchesi,mauro",2015
"abraha,i","germani,antonella",2015
"abraha,i","orso,massimiliano",2015
"abraha,i","eusebi,paolo",2015
"abraha,i","montedori,alessandro",2015
"vinogradova,y","coupland,carol",2015
"vinogradova,y","hippisley-cox,julia",2015
"gill,tm","gahbauer,evelynea.",2015
"gill,tm","han,ling",2015
"gill,tm","allore,heatherg.",2015
"fazel,m","perkins,marian",2015
"fazel,m","fazel,mina",2015
"tzourio,c","kurth,tobias",2015
"tzourio,c","bertrand,marion",2015
"tzourio,c","ancelin,marie-laure",2015
"tzourio,c","helmer,catherine",2015
"tzourio,c","debette,stephanie",2015
"tzourio,c","tzourio,christophe",2015
"desai,rj","huybrechts,kristaf.",2015
"desai,rj","hernandez-diaz,sonia",2015
"desai,rj","mogun,helen",2015
"desai,rj","patorno,elisabetta",2015
"desai,rj","kaltenbach,karol",2015
"desai,rj","kerzner,leslies.",2015
"desai,rj","bateman,briant.",2015
"paul,m","bishara,jihad",2015
"paul,m","yahav,dafna",2015
"paul,m","goldberg,elad",2015
"paul,m","neuberger,ami",2015
"paul,m","ghanem-zoubi,nesrin",2015
"paul,m","dickstein,yaakov",2015
"paul,m","nseir,william",2015
"paul,m","dan,michael",2015
"paul,m","leibovici,leonard",2015
"reilly,s","mckean,cristina",2015
"reilly,s","morgan,angela",2015
"reilly,s","wake,melissa",2015
"vohra,s","sampson,margaret",2015
"vohra,s","bukutu,cecilia",2015
"vohra,s","schmid,christopherh.",2015
"vohra,s","nikles,jane",2015
"vohra,s","tate,robyn",2015
"vohra,s","johnston,bradleyc.",2015
"vohra,s","zucker,deborah",2015
"vohra,s","shadish,williamr.",2015
"vohra,s","kravitz,richard",2015
"vohra,s","guyatt,gordon",2015
"vohra,s","altman,douglasg.",2015
"vohra,s","moher,david",2015
"vohra,s","vohra,sunita",2015
"ussher,m","lewis,sarah",2015
"ussher,m","aveyard,paul",2015
"ussher,m","manyonda,isaac",2015
"ussher,m","west,robert",2015
"ussher,m","lewis,beth",2015
"ussher,m","marcus,bess",2015
"ussher,m","riaz,muhammad",2015
"ussher,m","taylor,adrian",2015
"ussher,m","daley,amanda",2015
"ussher,m","coleman,tim",2015
"vohra,s","shamseer,larissa",2015
"vohra,s","sampson,margaret",2015
"vohra,s","bukutu,cecilia",2015
"vohra,s","schmid,christopherh.",2015
"vohra,s","tate,robyn",2015
"vohra,s","nikles,jane",2015
"vohra,s","zucker,deborahr.",2015
"vohra,s","kravitz,richard",2015
"vohra,s","guyatt,gordon",2015
"vohra,s","altman,douglasg.",2015
"vohra,s","moher,david",2015
"vigod,sn","gomes,tara",2015
"vigod,sn","wilton,andrews.",2015
"vigod,sn","taylor,valerieh.",2015
"vigod,sn","ray,joelg.",2015
"bogaards,ja","wallinga,jacco",2015
"bogaards,ja","brakenhoff,ruudh.",2015
"bogaards,ja","meijer,chrisj.l.m.",2015
"bogaards,ja","berkhof,johannes",2015
"sintchenko,v","holmes,edwardc.",2015
"loudon,k","treweek,shaun",2015
"loudon,k","sullivan,frank",2015
"loudon,k","donnan,peter",2015
"loudon,k","thorpe,kevine.",2015
"loudon,k","zwarenstein,merrick",2015
"wallis,a","spinks,katherine",2015
"warren,fc","abel,gary",2015
"warren,fc","lyratzopoulos,georgios",2015
"warren,fc","elliott,marcn.",2015
"warren,fc","richards,suzanne",2015
"warren,fc","barry,heathere.",2015
"warren,fc","roland,martin",2015
"warren,fc","campbell,johnl.",2015
"horne,rsc","hauck,fernr.",2015
"horne,rsc","moon,rachely.",2015
"lundstrom,s","reichenberg,abraham",2015
"lundstrom,s","anckarsater,henrik",2015
"lundstrom,s","lichtenstein,paul",2015
"lundstrom,s","gillberg,christopher",2015
"abraham,ns","singh,sonal",2015
"abraham,ns","alexander,g.caleb",2015
"abraham,ns","heien,herbert",2015
"abraham,ns","haas,lindseyr.",2015
"abraham,ns","crown,william",2015
"abraham,ns","shah,nilayd.",2015
"chang,hy","zhou,meijia",2015
"chang,hy","tang,wenze",2015
"chang,hy","alexander,g.caleb",2015
"chang,hy","singh,sonal",2015
"liao,kp","cai,tianxi",2015
"liao,kp","savova,guerganak.",2015
"liao,kp","murphy,shawnn.",2015
"liao,kp","karlson,elizabethw.",2015
"liao,kp","ananthakrishnan,ashwinn.",2015
"liao,kp","gainer,vivians.",2015
"liao,kp","shaw,stanleyy.",2015
"liao,kp","xia,zongqi",2015
"liao,kp","szolovits,peter",2015
"liao,kp","churchill,susanne",2015
"liao,kp","kohane,isaac",2015
"sheth,t","chan,matthew",2015
"sheth,t","butler,craig",2015
"sheth,t","chow,benjamin",2015
"sheth,t","tandon,vikas",2015
"sheth,t","nagele,peter",2015
"sheth,t","mitha,ayesha",2015
"sheth,t","mrkobrada,marko",2015
"sheth,t","szczeklik,wojciech",2015
"sheth,t","faridah,yang",2015
"sheth,t","biccard,bruce",2015
"sheth,t","stewart,lorik.",2015
"sheth,t","heels-ansdell,diane",2015
"sheth,t","devereaux,p.j.",2015
"lennon,p","crotty,michael",2015
"lennon,p","fenton,johne.",2015
"furu,k","kieler,helle",2015
"furu,k","haglund,bengt",2015
"furu,k","engeland,anders",2015
"furu,k","selmer,randi",2015
"furu,k","stephansson,olof",2015
"furu,k","valdimarsdottir,unnuranna",2015
"furu,k","zoega,helga",2015
"furu,k","artama,miia",2015
"furu,k","gissler,mika",2015
"furu,k","malm,heli",2015
"furu,k","norgaard,mette",2015
"whitty,cjm","nadjm,behzad",2015
"whitty,cjm","smith,valerie",2015
"whitty,cjm","blaze,marie",2015
"whitty,cjm","checkley,anna",2015
"whitty,cjm","chiodini,peterl.",2015
"whitty,cjm","whitty,christopherj.m.",2015
"cohen,sp","hanling,steven",2015
"cohen,sp","bicket,markc.",2015
"cohen,sp","white,ronald",2015
"cohen,sp","veiz,elias",2015
"cohen,sp","kurihara,connie",2015
"cohen,sp","zhao,zirong",2015
"cohen,sp","hayek,salim",2015
"cohen,sp","guthmiller,kevinb.",2015
"cohen,sp","griffith,scottr.",2015
"cohen,sp","gordin,vitaly",2015
"cohen,sp","white,mirindaanderson",2015
"cohen,sp","vorobeychik,yakov",2015
"cohen,sp","pasquina,paulf.",2015
"may,a","rushton,alison",2015
"may,a","wright,christine",2015
"may,a","juergens,tim",2015
"may,a","polzer,astrid",2015
"may,a","mueller,gerd",2015
"may,a","may,arne",2015
"navarese,ep","andreotti,felicita",2015
"navarese,ep","schulze,volker",2015
"navarese,ep","kolodziejczak,michalina",2015
"navarese,ep","buffon,antonino",2015
"navarese,ep","brouwer,marc",2015
"navarese,ep","costa,francesco",2015
"navarese,ep","kowalewski,mariusz",2015
"navarese,ep","parati,gianfranco",2015
"navarese,ep","lip,gregoryy.h.",2015
"navarese,ep","kelm,malte",2015
"navarese,ep","valgimigli,marco",2015
"tang,v","boscardin,w.john",2015
"tang,v","stijacic-cenzer,irena",2015
"tang,v","lee,seij.",2015
"wen,t","wen,timothy",2015
"wen,t","cen,steveny.",2015
"wen,t","ng,alvin",2015
"wen,t","kim-tenser,may",2015
"wen,t","sanossian,nerses",2015
"wen,t","amar,arunp.",2015
"wen,t","mack,williamj.",2015
"galea,i","ward-abel,nicki",2015
"galea,i","heesen,christoph",2015
"maclntyre,cr","chughtai,abrarahmad",2015
"vanherwaarden,n","vandermaas,aatke",2015
"vanherwaarden,n","minten,michielj.m.",2015
"vanherwaarden,n","vandenhoogen,frankh.j.",2015
"vanherwaarden,n","kievit,wietske",2015
"vanherwaarden,n","vanvollenhoven,ronaldf.",2015
"vanherwaarden,n","bijlsma,johannesw.j.",2015
"vanherwaarden,n","vandenbemt,bartj.f.",2015
"vanherwaarden,n","denbroeder,alfonsa.",2015
"jefferies,mt","cox,adamc.",2015
"jefferies,mt","gupta,ameet",2015
"jefferies,mt","proctor,andrew",2015
"mccormick,d","hanchate,amreshd.",2015
"mccormick,d","lasser,karene.",2015
"mccormick,d","manze,meredithg.",2015
"mccormick,d","lin,mengyun",2015
"mccormick,d","chu,chieh",2015
"mccormick,d","kressin,nancyr.",2015
"gulati,s","jakola,asgeirs.",2015
"gulati,s","solheim,ole",2015
"gulati,s","weber,clemens",2015
"gulati,s","rao,vidar",2015
"gulati,s","lonne,greger",2015
"gulati,s","solberg,torek.",2015
"gulati,s","salvesen,oyvind",2015
"gulati,s","carlsen,svenm.",2015
"gulati,s","nygaard,oysteinp.",2015
"gulati,s","gulati,sasha",2015
"pace,d","khatami,ameneh",2015
"pace,d","mckenna,jennifer",2015
"pace,d","campbell,danielle",2015
"pace,d","attard-montalto,simon",2015
"pace,d","birks,jacqueline",2015
"pace,d","voysey,merryn",2015
"pace,d","white,catherine",2015
"pace,d","finn,adam",2015
"pace,d","macloed,emma",2015
"pace,d","faust,sauln.",2015
"pace,d","kent,alisonlouise",2015
"pace,d","heath,pault.",2015
"pace,d","borrow,ray",2015
"pace,d","snape,matthewd.",2015
"pace,d","pollard,andrewj.",2015
"machado,gc","maher,chrisg.",2015
"machado,gc","ferreira,pauloh.",2015
"machado,gc","pinheiro,marinab.",2015
"machado,gc","lin,chung-weichristine",2015
"machado,gc","day,richardo.",2015
"machado,gc","mclachlan,andrewj.",2015
"machado,gc","ferreira,manuelal.",2015
"memtsoudis,sg","poeran,jashvant",2015
"memtsoudis,sg","rasul,rehana",2015
"memtsoudis,sg","mazumdar,madhu",2015
"memtsoudis,sg","memtsoudis,stavrosg.",2015
"holst,lb","petersen,mariew.",2015
"holst,lb","haase,nicolai",2015
"holst,lb","perner,anders",2015
"holst,lb","wetterslev,jorn",2015
"power,mc","kioumourtzoglou,marianthi-anna",2015
"power,mc","hart,jaimee.",2015
"power,mc","okereke,oliviai.",2015
"power,mc","laden,francine",2015
"power,mc","weisskopf,marcg.",2015
"robertson,dp","keys,william",2015
"robertson,dp","rautemaa-richardson,riina",2015
"robertson,dp","burns,ronnie",2015
"robertson,dp","smith,andrewj.",2015
"shah,asv","lee,kuanken",2015
"shah,asv","mcallister,davida.",2015
"shah,asv","hunter,amanda",2015
"shah,asv","nair,harish",2015
"shah,asv","whiteley,william",2015
"shah,asv","langrish,jeremyp.",2015
"shah,asv","newby,davide.",2015
"shah,asv","mills,nicholasl.",2015
"spertus,ja","decker,carole",2015
"spertus,ja","gialde,elizabeth",2015
"spertus,ja","jones,philipg.",2015
"spertus,ja","mcnulty,edwardj.",2015
"spertus,ja","bach,richard",2015
"spertus,ja","chhatriwalla,adnank.",2015
"dechartres,a","dechartres,agnes",2015
"dechartres,a","porcher,raphal",2015
"dechartres,a","boutron,isabelle",2015
"dechartres,a","altman,douglasg.",2015
"dechartres,a","ravaud,philippe",2015
"clark,tj","clark,t.justin",2015
"clark,tj","middleton,lee",2015
"clark,tj","diwakar,lavanya",2015
"clark,tj","smith,paul",2015
"clark,tj","denny,elaine",2015
"clark,tj","roberts,tracy",2015
"clark,tj","stobert,lynda",2015
"clark,tj","jowett,susan",2015
"clark,tj","daniels,jane",2015
"elemam,k","rodgers,sam",2015
"elemam,k","malin,bradley",2015
"weiss,mj","wolfgang,christopherl.",2015
"weiss,mj","weiss,matthewj.",2015
"he,fj","wu,yangfeng",2015
"he,fj","feng,xiang-xian",2015
"he,fj","ma,jun",2015
"he,fj","ma,yuan",2015
"he,fj","wang,haijun",2015
"he,fj","zhang,jing",2015
"he,fj","yuan,jianhui",2015
"he,fj","lin,ching-ping",2015
"he,fj","nowson,caryl",2015
"he,fj","macgregor,grahama.",2015
"semsarian,c","sweeting,joanna",2015
"semsarian,c","ackerman,michaelj.",2015
"bateman,bt","hernandez-diaz,sonia",2015
"bateman,bt","fischer,michaela.",2015
"bateman,bt","seely,ellenw.",2015
"bateman,bt","ecker,jeffreyl.",2015
"bateman,bt","franklin,jessicam.",2015
"bateman,bt","desai,rishij.",2015
"bateman,bt","allen-coleman,cora",2015
"bateman,bt","mogun,helen",2015
"bateman,bt","avorn,jerry",2015
"bateman,bt","huybrechts,kristaf.",2015
"atkins,ke","wenzel,natashas.",2015
"atkins,ke","ndeffo-mbah,martial",2015
"atkins,ke","altice,frederickl.",2015
"atkins,ke","townsend,jeffreyp.",2015
"atkins,ke","galvani,alisonp.",2015
"iorio,a","spencer,fredericka.",2015
"iorio,a","falavigna,maicon",2015
"iorio,a","alba,carolina",2015
"iorio,a","lang,eddie",2015
"iorio,a","burnand,bernard",2015
"iorio,a","mcginn,tom",2015
"iorio,a","hayden,jill",2015
"iorio,a","williams,katrina",2015
"iorio,a","shea,beverly",2015
"iorio,a","wolff,robert",2015
"iorio,a","kujpers,ton",2015
"iorio,a","perel,pablo",2015
"iorio,a","vandvik,perolav",2015
"iorio,a","glasziou,paul",2015
"iorio,a","schunemann,holger",2015
"iorio,a","guyatt,gordon",2015
"durham,j","newton-john,tobyr.o.",2015
"durham,j","zakrzewska,joannam.",2015
"thomas,kh","martin,richardm.",2015
"thomas,kh","knipe,duleekaw.",2015
"thomas,kh","higgins,julianp.t.",2015
"thomas,kh","gunnell,david",2015
"guthrie,b","flynn,angela",2015
"guthrie,b","nairn,moray",2015
"guthrie,b","wilson,martin",2015
"guthrie,b","treweek,shaun",2015
"guthrie,b","mercer,stewartw.",2015
"guthrie,b","alderson,phil",2015
"guthrie,b","thompson,alex",2015
"guthrie,b","payne,katherine",2015
"guthrie,b","guthrie,bruce",2015
"kimmelman,j","kimmelman,jonathan",2015
"kimmelman,j","carlisle,benjamin",2015
"kimmelman,j","freeman,georgina",2015
"kimmelman,j","fergusson,dean",2015
"clarke,a","connock,martin",2015
"clarke,a","pulikottil-jacob,ruth",2015
"clarke,a","sutcliffe,paul",2015
"clarke,a","crowther,michaelj.",2015
"clarke,a","grove,amy",2015
"clarke,a","mistry,hema",2015
"clarke,a","clarke,aileen",2015
"rydzewska,lhm","rydzewska,larysah.m.",2015
"rydzewska,lhm","rovers,maroeskam.",2015
"rydzewska,lhm","emberson,jonathanr.",2015
"rydzewska,lhm","gueyffier,francois",2015
"rydzewska,lhm","stewart,lesleya.",2015
"bush,a","fleming,louise",2015
"ansah,ek","narh-bana,solomon",2015
"ansah,ek","affran-bonful,harriet",2015
"ansah,ek","bart-plange,constance",2015
"ansah,ek","cundill,bonnie",2015
"ansah,ek","gyapong,margaret",2015
"ansah,ek","whitty,christopherj.m.",2015
"ludman,aj","ludman,andrewj.",2015
"ludman,aj","dworzynski,katharina",2015
"ludman,aj","al-mohammad,abdallah",2015
"ludman,aj","cowie,martinr.",2015
"ludman,aj","mcmurray,johnj.v.",2015
"ludman,aj","mant,jonathan",2015
"vandenbruel,a","jones,caroline",2015
"vandenbruel,a","yang,yaling",2015
"vandenbruel,a","oke,jason",2015
"vandenbruel,a","hewitson,paul",2015
"kales,hc","gitlin,lauran.",2015
"kales,hc","lyketsos,constantineg.",2015
"kontopantelis,e","springate,davida.",2015
"kontopantelis,e","ashworth,mark",2015
"kontopantelis,e","webb,rogert.",2015
"kontopantelis,e","buchan,iaine.",2015
"kontopantelis,e","doran,tim",2015
"wieseler,b","haag,susanne",2015
"wieseler,b","biester,katharina",2015
"wieseler,b","brockhaus,annecatharina",2015
"wieseler,b","mcgauran,natalie",2015
"wieseler,b","grouven,ulrich",2015
"wieseler,b","koelsch,heike",2015
"wieseler,b","seay,ulrike",2015
"wieseler,b","hoern,helmut",2015
"wieseler,b","moritz,gregor",2015
"wieseler,b","staeck,kerstin",2015
"wieseler,b","wieseler,beate",2015
"moore,daj","ugarte-gil,cesar",2015
"moore,daj","moore,davida.j.",2015
"freeman,lm","bloemenkamp,kittyw.",2015
"freeman,lm","franssen,maureent.",2015
"freeman,lm","papatsonis,dimitrin.",2015
"freeman,lm","hajenius,petraj.",2015
"freeman,lm","hollmann,markusw.",2015
"freeman,lm","woiski,malloryd.",2015
"freeman,lm","porath,martina",2015
"freeman,lm","vandenberg,hansj.",2015
"freeman,lm","vanbeek,erik",2015
"freeman,lm","borchert,odettew.h.m.",2015
"freeman,lm","schuitemaker,nico",2015
"freeman,lm","sikkema,j.marko",2015
"freeman,lm","kuipers,a.h.m.",2015
"freeman,lm","logtenberg,sabinel.m.",2015
"freeman,lm","vandersalm,paulienc.m.",2015
"freeman,lm","rengerink,katrienoude",2015
"freeman,lm","lopriore,enrico",2015
"freeman,lm","vandenakker-vanmarle,m.elske",2015
"freeman,lm","lecessie,saskia",2015
"freeman,lm","vanlith,janm.",2015
"freeman,lm","struys,michelm.",2015
"freeman,lm","mol,benwillemj.",2015
"freeman,lm","dahan,albert",2015
"freeman,lm","middeldorp,johannam.",2015
"hanchate,ad","kapoor,alok",2015
"hanchate,ad","katz,jeffreyn.",2015
"hanchate,ad","mccormick,danny",2015
"hanchate,ad","lasser,karene.",2015
"hanchate,ad","feng,chen",2015
"hanchate,ad","manze,meredithg.",2015
"hanchate,ad","kressin,nancyr.",2015
"nordstrom,p","gustafson,yngve",2015
"nordstrom,p","michaelsson,karl",2015
"nordstrom,p","nordstrom,anna",2015
"brezina,pr","kutteh,williamh.",2015
"day,e","copello,alex",2015
"day,e","hull,martyn",2015
"sussman,jb","kent,davidm.",2015
"sussman,jb","nelson,jasonp.",2015
"sussman,jb","hayward,rodneya.",2015
"coupland,c","hill,trevor",2015
"coupland,c","morriss,richard",2015
"coupland,c","arthur,antony",2015
"coupland,c","moore,michael",2015
"coupland,c","hippisley-cox,julia",2015
"kamper,sj","apeldoorn,a.t.",2015
"kamper,sj","chiarotto,a.",2015
"kamper,sj","smeets,r.j.e.m.",2015
"kamper,sj","ostelo,r.w.j.g.",2015
"kamper,sj","guzman,j.",2015
"kamper,sj","vantulder,m.w.",2015
"jena,ab","seabury,setha.",2015
"jena,ab","jena,anupamb.",2015
"perry,jj","alyahya,bader",2015
"perry,jj","sivilotti,marcol.a.",2015
