,s,e,t
11621,"goedert,jj","sarngadharan,mg",1984
11622,"goedert,jj","weiss,sh",1984
11623,"goedert,jj","grossman,rj",1984
11624,"goedert,jj","bodner,aj",1984
11625,"goedert,jj","strong,dm",1984
11626,"goedert,jj","blattner,wa",1984
11627,"levy,ja","mitra,g",1984
11628,"levy,ja","mozen,mm",1984
11629,"freedman,ls","macaskill,p",1984
11630,"freedman,ls","smith,an",1984
11631,"sultan,y","maisonneuve,p",1984
11632,"sultan,y","kazatchkine,md",1984
11633,"sultan,y","nydegger,ue",1984
11634,"vergnon,jm","dethe,g",1984
11635,"vergnon,jm","weynants,p",1984
11636,"vergnon,jm","vincent,m",1984
11637,"vergnon,jm","mornex,jf",1984
11638,"vergnon,jm","brune,j",1984
11639,"decree,j","geukens,h",1984
11640,"decree,j","leempoels,j",1984
11641,"decree,j","verhaegen,h",1984
11642,"lavecchia,c","decarli,a",1984
11643,"lavecchia,c","gentile,a",1984
11644,"lavecchia,c","franceschi,s",1984
11645,"lavecchia,c","fasoli,m",1984
11646,"lavecchia,c","tognoni,g",1984
11647,"plewe,g","krause,u",1984
11648,"plewe,g","beyer,j",1984
11649,"plewe,g","neufeld,m",1984
11650,"plewe,g","delpozo,e",1984
11651,"fowkes,fgr","williams,la",1984
11652,"fowkes,fgr","cooke,brb",1984
11653,"fowkes,fgr","evans,rc",1984
11654,"fowkes,fgr","gehlbach,sh",1984
11655,"fowkes,fgr","roberts,cj",1984
11656,"whittle,hc","rowland,mgm",1984
11657,"whittle,hc","mann,gf",1984
11658,"whittle,hc","lamb,wh",1984
11659,"whittle,hc","lewis,ra",1984
11660,"serneri,ggn","fortini,a",1984
11661,"serneri,ggn","lombardi,a",1984
11662,"serneri,ggn","modesti,pa",1984
11663,"serneri,ggn","abbate,r",1984
11664,"serneri,ggn","gensini,gf",1984
11665,"irwin,st","roy,ad",1984
11666,"norris,rm","brown,ma",1984
11667,"norris,rm","clarke,ed",1984
11668,"norris,rm","barnaby,pf",1984
11669,"norris,rm","geary,gg",1984
11670,"norris,rm","logan,rl",1984
11671,"norris,rm","sharpe,dn",1984
11672,"liu,yk","kosfeld,re",1984
11673,"liu,yk","marcum,sg",1984
11674,"durning,p","schor,sl",1984
11675,"durning,p","sellwood,ras",1984
11676,"maury,cpj","teppo,am",1984
11677,"strom,m","lindhagen,j",1984
11678,"strom,m","bodemar,g",1984
11679,"strom,m","sjodahl,r",1984
11680,"strom,m","walan,a",1984
11681,"chanarin,i","harrisingh,d",1984
11682,"chanarin,i","tidmarsh,e",1984
11683,"chanarin,i","skacel,po",1984
11684,"lamb,wh","lamb,cmb",1984
11685,"lamb,wh","foord,fa",1984
11686,"lamb,wh","whitehead,rg",1984
11687,"klebanoff,ma","nugent,rp",1984
11688,"klebanoff,ma","rhoads,gg",1984
11689,"seto,b","iwarson,s",1984
11690,"seto,b","coleman,wg",1984
11691,"seto,b","gerety,rj",1984
11692,"beard,rw","pearce,s",1984
11693,"beard,rw","highman,jh",1984
11694,"beard,rw","reginald,pw",1984
11695,"klintmalm,g","sundelin,b",1984
11696,"klintmalm,g","bohman,so",1984
11697,"klintmalm,g","wilczek,h",1984
11698,"cartwright,ra","mckinney,pa",1984
11699,"cartwright,ra","hopton,pa",1984
11700,"cartwright,ra","birch,jm",1984
11701,"cartwright,ra","hartley,al",1984
11702,"cartwright,ra","mann,jr",1984
11703,"cartwright,ra","waterhouse,jah",1984
11704,"cartwright,ra","johnston,he",1984
11705,"cartwright,ra","draper,gj",1984
11706,"cartwright,ra","stiller,c",1984
11707,"kales,a","cadieux,rj",1984
11708,"kales,a","shaw,lc",1984
11709,"kales,a","velabueno,a",1984
11710,"kales,a","bixler,eo",1984
11711,"kales,a","schneck,dw",1984
11712,"kales,a","locke,tw",1984
11713,"kales,a","soldatos,cr",1984
11714,"furusho,k","nakano,h",1984
11715,"furusho,k","shinomiya,k",1984
11716,"furusho,k","tamura,t",1984
11717,"furusho,k","manabe,y",1984
11718,"furusho,k","kawarano,m",1984
11719,"furusho,k","baba,k",1984
11720,"furusho,k","kamiya,t",1984
11721,"furusho,k","kiyosawa,n",1984
11722,"furusho,k","hayashidera,t",1984
11723,"furusho,k","hirose,o",1984
11724,"furusho,k","yokoyama,t",1984
11725,"furusho,k","baba,k",1984
11726,"furusho,k","mori,c",1984
11727,"lever,aml","brown,d",1984
11728,"lever,aml","webster,adb",1984
11729,"lever,aml","thomas,hc",1984
11730,"hayes,pc","stewart,ww",1984
11731,"hayes,pc","bouchier,iad",1984
11732,"burnett,ak","watkins,r",1984
11733,"burnett,ak","maharaj,d",1984
11734,"burnett,ak","mckinnon,s",1984
11735,"burnett,ak","tansey,p",1984
11736,"burnett,ak","alcorn,m",1984
11737,"burnett,ak","singer,crj",1984
11738,"burnett,ak","mcdonald,ga",1984
11739,"prince,am","williams,baa",1984
11740,"prince,am","huima,t",1984
11741,"prince,am","bardina,l",1984
11742,"prince,am","brotman,b",1984
11743,"richards,am","ikram,h",1984
11744,"richards,am","nicholls,mg",1984
11745,"richards,am","hamilton,ej",1984
11746,"richards,am","richards,rd",1984
11747,"thompson,cb","sullivan,km",1984
11748,"thompson,cb","june,ch",1984
11749,"thompson,cb","thomas,ed",1984
11750,"cowley,aj","stainer,k",1984
11751,"cowley,aj","rowley,jm",1984
11752,"cowley,aj","hampton,jr",1984
11753,"weiss,ra","marshall,cj",1984
11754,"morley,j","sanjar,s",1984
11755,"morley,j","page,cp",1984
11756,"bjarnason,i","so,a",1984
11757,"bjarnason,i","levi,aj",1984
11758,"bjarnason,i","peters,tj",1984
11759,"bjarnason,i","williams,p",1984
11760,"bjarnason,i","zanelli,gd",1984
11761,"bjarnason,i","gumpel,jm",1984
11762,"bjarnason,i","ansell,b",1984
11763,"jilg,w","schmidt,m",1984
11764,"jilg,w","zoulek,g",1984
11765,"jilg,w","lorbeer,b",1984
11766,"jilg,w","wilske,b",1984
11767,"jilg,w","deinhardt,f",1984
11768,"gibbs,da","crawfurd,md",1984
11769,"gibbs,da","headhousebenson,cm",1984
11770,"gibbs,da","mcfadyen,ir",1984
11771,"gibbs,da","keizer,eed",1984
11772,"gibbs,da","wilson,tm",1984
11773,"gibbs,da","farrant,ph",1984
11774,"kiprov,dd","miller,rg",1984
11775,"jayson,miv","million,r",1984
11776,"jayson,miv","keegan,a",1984
11777,"jayson,miv","tomlinson,i",1984
11778,"krambovitis,e","lock,pe",1984
11779,"krambovitis,e","mcillmurray,mb",1984
11780,"krambovitis,e","hendrickse,w",1984
11781,"krambovitis,e","holzel,h",1984
11782,"whorwell,pj","prior,a",1984
11783,"whorwell,pj","faragher,eb",1984
11784,"fransen,l","dcosta,l",1984
11785,"fransen,l","ronald,ar",1984
11786,"fransen,l","nsanze,h",1984
11787,"fransen,l","brunham,rc",1984
11788,"fransen,l","piot,p",1984
11789,"coombes,rc","goss,p",1984
11790,"coombes,rc","dowsett,m",1984
11791,"coombes,rc","gazet,jc",1984
11792,"coombes,rc","brodie,a",1984
11793,"brown,rg","marsden,cd",1984
11794,"osterman,po","lundemo,g",1984
11795,"osterman,po","pirskanen,r",1984
11796,"osterman,po","fagius,j",1984
11797,"osterman,po","pihlstedt,p",1984
11798,"osterman,po","siden,a",1984
11799,"osterman,po","safwenberg,j",1984
11800,"wainscoat,js","thein,sl",1984
11801,"wainscoat,js","old,jm",1984
11802,"wainscoat,js","weatherall,dj",1984
11803,"moser,ka","fox,aj",1984
11804,"moser,ka","jones,dr",1984
11805,"chierchia,s","smith,g",1984
11806,"chierchia,s","morgan,m",1984
11807,"chierchia,s","gallino,a",1984
11808,"chierchia,s","deanfield,j",1984
11809,"chierchia,s","croom,m",1984
11810,"chierchia,s","maseri,a",1984
11811,"mccormick,jb","mitchell,sw",1984
11812,"mccormick,jb","getchell,jp",1984
11813,"mccormick,jb","hicks,dr",1984
11814,"modell,b","ward,rht",1984
11815,"modell,b","rodeck,c",1984
11816,"modell,b","petrou,m",1984
11817,"modell,b","fairweather,dvi",1984
11818,"modell,b","varnavides,la",1984
11819,"modell,b","white,jm",1984
11820,"marmion,bp","ormsbee,ra",1984
11821,"marmion,bp","kyrkou,m",1984
11822,"marmion,bp","wright,j",1984
11823,"marmion,bp","worswick,d",1984
11824,"marmion,bp","cameron,s",1984
11825,"marmion,bp","esterman,a",1984
11826,"marmion,bp","feery,b",1984
11827,"marmion,bp","collins,w",1984
11828,"matthews,rc","burnie,jp",1984
11829,"matthews,rc","tabaqchali,s",1984
11830,"adams,jh","doyle,d",1984
11831,"adams,jh","graham,di",1984
11832,"adams,jh","lawrence,ae",1984
11833,"adams,jh","mclellan,dr",1984
11834,"ochs,jj","bowman,wp",1984
11835,"ochs,jj","pui,ch",1984
11836,"ochs,jj","abromowitch,m",1984
11837,"ochs,jj","mason,c",1984
11838,"ochs,jj","simone,jv",1984
11839,"george,pm","vissers,mcm",1984
11840,"george,pm","travis,j",1984
11841,"george,pm","winterbourn,cc",1984
11842,"george,pm","carrell,rw",1984
11843,"selby,p","powles,rl",1984
11844,"selby,p","blake,s",1984
11845,"selby,p","stolle,k",1984
11846,"selby,p","mbidde,ek",1984
11847,"selby,p","mcelwain,tj",1984
11848,"selby,p","hickmott,e",1984
11849,"selby,p","whiteman,pd",1984
11850,"selby,p","fiddian,ap",1984
11851,"melbye,m","froebel,ks",1984
11852,"melbye,m","madhok,r",1984
11853,"melbye,m","biggar,rj",1984
11854,"melbye,m","sarin,ps",1984
11855,"melbye,m","stenbjerg,s",1984
11856,"melbye,m","lowe,gdo",1984
11857,"melbye,m","forbes,cd",1984
11858,"melbye,m","goedert,jj",1984
11859,"melbye,m","gallo,rc",1984
11860,"melbye,m","ebbesen,p",1984
11861,"hong,cy","chiang,bn",1984
11862,"hong,cy","turner,p",1984
11863,"beral,v","roman,e",1984
11864,"beral,v","colwell,l",1984
11865,"hoffman,sl","campbell,jr",1984
11866,"hoffman,sl","marwoto,ha",1984
11867,"hoffman,sl","rustama,d",1984
11868,"hoffman,sl","rai,nk",1984
11869,"hoffman,sl","purnomo,sh",1984
11870,"hoffman,sl","dimpudus,aj",1984
11871,"hoffman,sl","oetomo,hs",1984
11872,"hoffman,sl","laughlin,lw",1984
11873,"brincat,m","studd,jww",1984
11874,"brincat,m","odowd,t",1984
11875,"brincat,m","magos,a",1984
11876,"brincat,m","cardozo,ld",1984
11877,"brincat,m","wardle,pj",1984
11878,"brincat,m","cooper,d",1984
11879,"echeverria,p","seriwatana,j",1984
11880,"echeverria,p","leksomboon,u",1984
11881,"echeverria,p","tirapat,c",1984
11882,"echeverria,p","chaicumpa,w",1984
11883,"echeverria,p","rowe,b",1984
11884,"blumgart,lh","hadjis,ns",1984
11885,"blumgart,lh","benjamin,is",1984
11886,"blumgart,lh","beazley,r",1984
11887,"venitt,s","croftonsleigh,c",1984
11888,"venitt,s","hunt,j",1984
11889,"venitt,s","speechley,v",1984
11890,"venitt,s","briggs,k",1984
11891,"galbraith,ns","young,sej",1984
11892,"galbraith,ns","pusey,jj",1984
11893,"galbraith,ns","crombie,dl",1984
11894,"galbraith,ns","sparks,jp",1984
11895,"boulos,pb","karamanolis,dg",1984
11896,"boulos,pb","salmon,pr",1984
11897,"boulos,pb","clark,cg",1984
11898,"potter,jf","beevers,dg",1984
11899,"sato,y","kimura,m",1984
11900,"sato,y","fukumi,h",1984
11901,"guilleminault,c","winkle,r",1984
11902,"guilleminault,c","connolly,s",1984
11903,"guilleminault,c","melvin,k",1984
11904,"guilleminault,c","tilkian,a",1984
11905,"beaney,rp","jones,t",1984
11906,"beaney,rp","lammertsma,aa",1984
11907,"beaney,rp","mckenzie,cg",1984
11908,"beaney,rp","halnan,ke",1984
11909,"northcote,rj","evans,adb",1984
11910,"northcote,rj","ballantyne,d",1984
11911,"bjarnason,i","ward,k",1984
11912,"bjarnason,i","peters,tj",1984
11913,"gibbs,jm","leenders,kl",1984
11914,"gibbs,jm","wise,rjs",1984
11915,"gibbs,jm","jones,t",1984
11916,"hirst,m","mills,dg",1984
11917,"hirst,m","tse,s",1984
11918,"hirst,m","levin,l",1984
11919,"hirst,m","white,df",1984
11920,"soler,ng","khardori,r",1984
11921,"delacey,g","twomey,b",1984
11922,"delacey,g","gajjar,b",1984
11923,"delacey,g","levi,j",1984
11924,"delacey,g","cox,ag",1984
11925,"colbourne,js","pratt,dj",1984
11926,"colbourne,js","smith,mg",1984
11927,"colbourne,js","fisherhoch,sp",1984
11928,"colbourne,js","harper,d",1984
11929,"giannelli,f","choo,kh",1984
11930,"giannelli,f","winship,pr",1984
11931,"giannelli,f","rizza,cr",1984
11932,"giannelli,f","anson,ds",1984
11933,"giannelli,f","rees,djg",1984
11934,"giannelli,f","ferrari,n",1984
11935,"giannelli,f","brownlee,gg",1984
11936,"peake,ir","furlong,bl",1984
11937,"peake,ir","bloom,al",1984
11938,"yomtovian,r","press,c",1984
11939,"yomtovian,r","engman,h",1984
11940,"yomtovian,r","kline,w",1984
11941,"yomtovian,r","clay,m",1984
11942,"yomtovian,r","hammerschmidt,d",1984
11943,"yomtovian,r","mccullough,j",1984
11944,"palmer,rg","dore,cj",1984
11945,"palmer,rg","denman,am",1984
11946,"mcneil,ni","olver,re",1984
11947,"mcneil,ni","issler,hc",1984
11948,"mcneil,ni","wrong,om",1984
11949,"lipsey,jr","robinson,rg",1984
11950,"lipsey,jr","pearlson,gd",1984
11951,"lipsey,jr","rao,k",1984
11952,"lipsey,jr","price,tr",1984
11953,"phillips,re","looareesuwan,s",1984
11954,"phillips,re","karbwang,j",1984
11955,"phillips,re","warrell,da",1984
11956,"phillips,re","white,nj",1984
11957,"phillips,re","kasemsarn,p",1984
11958,"phillips,re","warhurst,dc",1984
11959,"borriello,sp","larson,he",1984
11960,"borriello,sp","welch,ar",1984
11961,"borriello,sp","barclay,f",1984
11962,"borriello,sp","stringer,mf",1984
11963,"borriello,sp","bartholomew,ba",1984
11964,"epstein,s","poser,j",1984
11965,"epstein,s","mcclintock,r",1984
11966,"epstein,s","johnston,cc",1984
11967,"epstein,s","bryce,g",1984
11968,"epstein,s","hui,s",1984
11969,"gibbs,jm","wise,rjs",1984
11970,"gibbs,jm","leenders,kl",1984
11971,"gibbs,jm","jones,t",1984
11972,"rennie,mj","harrison,r",1984
11973,"morgan,bm","aulakh,jm",1984
11974,"morgan,bm","barker,jp",1984
11975,"morgan,bm","reginald,pw",1984
11976,"morgan,bm","goroszeniuk,t",1984
11977,"morgan,bm","trojanowski,a",1984
11978,"evans,we","stewart,cf",1984
11979,"evans,we","chen,ch",1984
11980,"evans,we","crom,wr",1984
11981,"evans,we","bowman,wp",1984
11982,"evans,we","abromowitch,m",1984
11983,"evans,we","simone,jv",1984
11984,"waldhauser,f","frisch,h",1984
11985,"waldhauser,f","waldhauser,m",1984
11986,"waldhauser,f","weiszenbacher,g",1984
11987,"waldhauser,f","zeitlhuber,u",1984
11988,"waldhauser,f","wurtman,rj",1984
11989,"gray,ed","verstegen,m",1984
11990,"gray,ed","peters,g",1984
11991,"gray,ed","regelmann,we",1984
11992,"leithner,c","sinzinger,h",1984
11993,"leithner,c","kovarik,j",1984
11994,"leithner,c","woloszczuk,w",1984
11995,"yovich,jl","kay,d",1984
11996,"yovich,jl","stanger,jd",1984
11997,"yovich,jl","boettcher,b",1984
11998,"brownlee,m","cerami,a",1984
11999,"brownlee,m","li,jj",1984
12000,"brownlee,m","vlassara,h",1984
12001,"brownlee,m","martin,tr",1984
12002,"brownlee,m","mcadam,kpwj",1984
12003,"spark,rf","royal,h",1984
12004,"spark,rf","wills,ca",1984
12005,"adams,dd","knight,jg",1984
12006,"adams,dd","white,p",1984
12007,"adams,dd","adams,yj",1984
12008,"adams,dd","mccall,j",1984
12009,"adams,dd","horrocks,r",1984
12010,"adams,dd","vanloghem,e",1984
12011,"oppenheimer,sj","higgs,dr",1984
12012,"oppenheimer,sj","weatherall,dj",1984
12013,"oppenheimer,sj","barker,j",1984
12014,"oppenheimer,sj","spark,ra",1984
12015,"filipovich,ah","youle,rj",1984
12016,"filipovich,ah","neville,dm",1984
12017,"filipovich,ah","vallera,da",1984
12018,"filipovich,ah","quinones,rr",1984
12019,"filipovich,ah","kersey,jh",1984
12020,"prentice,hg","janossy,g",1984
12021,"prentice,hg","pricejones,l",1984
12022,"prentice,hg","trejdosiewicz,lk",1984
12023,"prentice,hg","panjwani,d",1984
12024,"prentice,hg","graphakos,s",1984
12025,"prentice,hg","ivory,k",1984
12026,"prentice,hg","blacklock,ha",1984
12027,"prentice,hg","gilmore,mjml",1984
12028,"prentice,hg","tidman,n",1984
12029,"prentice,hg","skeggs,dbl",1984
12030,"prentice,hg","ball,s",1984
12031,"prentice,hg","patterson,j",1984
12032,"prentice,hg","hoffbrand,av",1984
12033,"halliday,hl","reid,mm",1984
12034,"halliday,hl","meban,c",1984
12035,"halliday,hl","mcclure,g",1984
12036,"halliday,hl","lappin,trj",1984
12037,"halliday,hl","thomas,ps",1984
12038,"downing,rg","eglin,rp",1984
12039,"downing,rg","bayley,ac",1984
12040,"hortnagl,h","lenz,k",1984
12041,"hortnagl,h","singer,ea",1984
12042,"hortnagl,h","kleinberger,g",1984
12043,"hortnagl,h","lochs,h",1984
12044,"payler,dk","purdham,pa",1984
12045,"plotkin,sa","smiley,ml",1984
12046,"plotkin,sa","friedman,hm",1984
12047,"plotkin,sa","starr,se",1984
12048,"plotkin,sa","fleisher,gr",1984
12049,"plotkin,sa","wlodaver,c",1984
12050,"plotkin,sa","dafoe,dc",1984
12051,"plotkin,sa","friedman,ad",1984
12052,"plotkin,sa","grossman,ra",1984
12053,"plotkin,sa","barker,cf",1984
12054,"cuzick,j","harris,r",1984
12055,"cuzick,j","mortimer,ps",1984
12056,"kerin,jfp","kirby,c",1984
12057,"kerin,jfp","peek,j",1984
12058,"kerin,jfp","jeffrey,r",1984
12059,"kerin,jfp","warnes,gm",1984
12060,"kerin,jfp","matthews,cd",1984
12061,"kerin,jfp","cox,lw",1984
12062,"beatty,pg","ochs,hd",1984
12063,"beatty,pg","harlan,jm",1984
12064,"beatty,pg","price,th",1984
12065,"beatty,pg","rosen,h",1984
12066,"beatty,pg","taylor,rf",1984
12067,"beatty,pg","hansen,ja",1984
12068,"beatty,pg","klebanoff,sj",1984
12069,"edwards,rht","newham,dj",1984
12070,"edwards,rht","jones,da",1984
12071,"edwards,rht","chapman,sj",1984
12072,"lehmann,h","carrell,rw",1984
12073,"dayan,ad","clark,b",1984
12074,"dayan,ad","jackson,m",1984
12075,"dayan,ad","morgan,h",1984
12076,"bonati,m","tognoni,g",1984
12077,"howell,a","harland,rnl",1984
12078,"howell,a","bramwell,vhc",1984
12079,"howell,a","swindell,r",1984
12080,"howell,a","barnes,dm",1984
12081,"howell,a","redford,j",1984
12082,"howell,a","wilkinson,mjs",1984
12083,"howell,a","crowther,d",1984
12084,"howell,a","sellwood,ra",1984
12085,"verbeek,alm","hendriks,jhcl",1984
12086,"verbeek,alm","peeters,phm",1984
12087,"verbeek,alm","sturmans,f",1984
12088,"canaani,e","steinersaltz,d",1984
12089,"canaani,e","aghai,e",1984
12090,"canaani,e","gale,rp",1984
12091,"canaani,e","berrebi,a",1984
12092,"canaani,e","januszewicz,e",1984
12093,"crisp,ah","queenan,m",1984
12094,"crisp,ah","dsouza,mf",1984
12095,"ross,b","smith,m",1984
12096,"ross,b","marshall,v",1984
12097,"ross,b","bartlett,s",1984
12098,"ross,b","freeman,d",1984
12099,"kendalltaylor,p","steel,nr",1984
12100,"kendalltaylor,p","knox,aj",1984
12101,"kendalltaylor,p","atkinson,s",1984
12102,"barakat,mh","gumaa,ka",1984
12103,"barakat,mh","elkhawad,ao",1984
12104,"barakat,mh","elsobki,ni",1984
12105,"barakat,mh","fenech,ff",1984
12106,"impallomeni,m","flynn,md",1984
12107,"impallomeni,m","kenny,ra",1984
12108,"impallomeni,m","kraenzlin,m",1984
12109,"impallomeni,m","pallis,ca",1984
12110,"clements,ml","betts,rf",1984
12111,"clements,ml","murphy,br",1984
12112,"riordan,fai","wood,pj",1984
12113,"riordan,fai","wakelin,k",1984
12114,"riordan,fai","betts,p",1984
12115,"riordan,fai","clayton,be",1984
12116,"davison,am","read,dj",1984
12117,"davison,am","lewins,am",1984
12118,"minassian,dc","mehra,v",1984
12119,"minassian,dc","jones,br",1984
12120,"friedrich,w","vetter,u",1984
12121,"friedrich,w","heymer,b",1984
12122,"friedrich,w","reisner,y",1984
12123,"friedrich,w","goldmann,sf",1984
12124,"friedrich,w","fliedner,tm",1984
12125,"friedrich,w","peter,hh",1984
12126,"friedrich,w","kleihauer,e",1984
12127,"phillips,ci","green,k",1984
12128,"phillips,ci","gore,sm",1984
12129,"phillips,ci","cullen,pm",1984
12130,"phillips,ci","campbell,m",1984
12131,"solantaus,t","rimpela,m",1984
12132,"solantaus,t","taipale,v",1984
12133,"million,r","kellgren,jh",1984
12134,"million,r","poole,p",1984
12135,"million,r","jayson,miv",1984
12136,"boyce,bf","smith,l",1984
12137,"boyce,bf","fogelman,i",1984
12138,"boyce,bf","johnston,e",1984
12139,"boyce,bf","ralston,s",1984
12140,"boyce,bf","boyle,it",1984
12141,"goodin,ds","aminoff,mj",1984
12142,"kessel,n","hore,bd",1984
12143,"kessel,n","makenjuola,jda",1984
12144,"kessel,n","redmond,ad",1984
12145,"kessel,n","rossall,cj",1984
12146,"kessel,n","rees,dw",1984
12147,"kessel,n","chand,tg",1984
12148,"kessel,n","gordon,m",1984
12149,"kessel,n","wallace,pc",1984
12150,"warrell,mj","suntharasamai,p",1984
12151,"warrell,mj","nicholson,kg",1984
12152,"warrell,mj","warrell,da",1984
12153,"warrell,mj","chanthavanich,p",1984
12154,"warrell,mj","viravan,c",1984
12155,"warrell,mj","sinhaseni,a",1984
12156,"warrell,mj","phanfung,r",1984
12157,"warrell,mj","xueref,c",1984
12158,"warrell,mj","vincentfalquet,jc",1984
12159,"verdonck,lf","degast,gc",1984
12160,"tabaqchali,s","holland,d",1984
12161,"tabaqchali,s","ofarrell,s",1984
12162,"tabaqchali,s","silman,r",1984
12163,"theriault,g","tremblay,c",1984
12164,"theriault,g","cordier,s",1984
12165,"theriault,g","gingras,s",1984
12166,"vesikari,t","isolauri,e",1984
12167,"vesikari,t","dhondt,e",1984
12168,"vesikari,t","delem,a",1984
12169,"vesikari,t","andre,fe",1984
12170,"vesikari,t","zissis,g",1984
12171,"fabris,n","amadio,l",1984
12172,"fabris,n","licastro,f",1984
12173,"fabris,n","mocchegiani,e",1984
12174,"fabris,n","zannotti,m",1984
12175,"fabris,n","franceschi,c",1984
12176,"gurling,hmd","reveley,ma",1984
12177,"gurling,hmd","murray,rm",1984
12178,"barker,at","dixon,ra",1984
12179,"barker,at","sharrard,wjw",1984
12180,"barker,at","sutcliffe,ml",1984
12181,"marmot,mg","shipley,mj",1984
12182,"marmot,mg","rose,g",1984
12183,"cohen,dl","desousa,ea",1984
12184,"cohen,dl","mindell,js",1984
12185,"jenkins,wj","cakebread,k",1984
12186,"jenkins,wj","palmer,kr",1984
12187,"menser,ma","hudson,jr",1984
12188,"menser,ma","murphy,am",1984
12189,"menser,ma","cossart,ye",1984
12190,"cobden,i","venables,cw",1984
12191,"cobden,i","lendrum,r",1984
12192,"cobden,i","james,ofw",1984
12193,"coakham,hb","brownell,b",1984
12194,"coakham,hb","harper,ei",1984
12195,"coakham,hb","garson,ja",1984
12196,"coakham,hb","allan,pm",1984
12197,"coakham,hb","lane,eb",1984
12198,"coakham,hb","kemshead,jt",1984
12199,"went,ln","vegtervandervlis,m",1984
12200,"went,ln","bruyn,gw",1984
12201,"hung,t","wang,cg",1984
12202,"hung,t","fang,zy",1984
12203,"hung,t","chou,zy",1984
12204,"hung,t","chang,xj",1984
12205,"hung,t","liong,xq",1984
12206,"hung,t","chen,gm",1984
12207,"hung,t","yao,hl",1984
12208,"hung,t","chao,tx",1984
12209,"hung,t","ye,ww",1984
12210,"hung,t","den,ss",1984
12211,"hung,t","chang,wc",1984
12212,"kobrinsky,nl","israels,ed",1984
12213,"kobrinsky,nl","gerrard,jm",1984
12214,"kobrinsky,nl","cheang,ms",1984
12215,"kobrinsky,nl","watson,cm",1984
12216,"kobrinsky,nl","bishop,aj",1984
12217,"kobrinsky,nl","schroeder,ml",1984
12218,"evans,jm","davies,wl",1984
12219,"evans,jm","wise,cc",1984
12220,"murphy,jf","dauncey,m",1984
12221,"murphy,jf","newcombe,r",1984
12222,"murphy,jf","garcia,j",1984
12223,"murphy,jf","elbourne,d",1984
12224,"stich,hf","rosin,mp",1984
12225,"stich,hf","vallejera,mo",1984
12226,"quyyumi,aa","mockus,lj",1984
12227,"quyyumi,aa","wright,ca",1984
12228,"quyyumi,aa","fox,km",1984
12229,"alberman,e","kani,w",1984
12230,"alberman,e","stanwellsmith,r",1984
12231,"cohen,j","fehilly,cb",1984
12232,"cohen,j","fishel,sb",1984
12233,"cohen,j","edwards,rg",1984
12234,"cohen,j","hewitt,j",1984
12235,"cohen,j","rowland,gf",1984
12236,"cohen,j","steptoe,pc",1984
12237,"cohen,j","webster,j",1984
12238,"brunvezinet,f","barresinoussi,f",1984
12239,"brunvezinet,f","saimot,ag",1984
12240,"brunvezinet,f","christol,d",1984
12241,"brunvezinet,f","montagnier,l",1984
12242,"brunvezinet,f","rouzioux,c",1984
12243,"brunvezinet,f","klatzmann,d",1984
12244,"brunvezinet,f","rozenbaum,w",1984
12245,"brunvezinet,f","gluckmann,jc",1984
12246,"brunvezinet,f","chermann,jc",1984
12247,"oswald,ga","corcoran,s",1984
12248,"oswald,ga","yudkin,js",1984
12249,"nathan,aw","bennett,dh",1984
12250,"nathan,aw","ward,de",1984
12251,"nathan,aw","bexton,rs",1984
12252,"nathan,aw","camm,aj",1984
12253,"barnett,ah","wakelin,k",1984
12254,"barnett,ah","leatherdale,ba",1984
12255,"barnett,ah","britton,jr",1984
12256,"barnett,ah","polak,a",1984
12257,"barnett,ah","bennett,j",1984
12258,"barnett,ah","toop,m",1984
12259,"barnett,ah","rowe,d",1984
12260,"martin,mfr","surrall,ke",1984
12261,"martin,mfr","mckenna,f",1984
12262,"martin,mfr","dixon,js",1984
12263,"martin,mfr","bird,ha",1984
12264,"martin,mfr","wright,v",1984
12265,"ogita,s","imanaka,m",1984
12266,"ogita,s","matsumoto,m",1984
12267,"ogita,s","hatanaka,k",1984
12268,"winter,rjd","george,rjd",1984
12269,"winter,rjd","deacock,sj",1984
12270,"winter,rjd","shee,cd",1984
12271,"winter,rjd","geddes,dm",1984
12272,"powles,tj","ford,ht",1984
12273,"powles,tj","nash,ag",1984
12274,"powles,tj","ashley,s",1984
12275,"powles,tj","gazet,jc",1984
12276,"powles,tj","neville,am",1984
12277,"powles,tj","coombes,rc",1984
12278,"clements,mr","chalmers,tm",1984
12279,"clements,mr","fraser,dr",1984
12280,"juppner,h","baethke,r",1984
12281,"juppner,h","atkinson,mj",1984
12282,"juppner,h","hesch,rd",1984
12283,"starzl,te","bahnson,ht",1984
12284,"starzl,te","hardesty,rl",1984
12285,"starzl,te","iwatsuki,s",1984
12286,"starzl,te","gartner,jc",1984
12287,"starzl,te","bilheimer,dw",1984
12288,"starzl,te","shaw,bw",1984
12289,"starzl,te","griffith,bp",1984
12290,"starzl,te","zitelli,bj",1984
12291,"starzl,te","malatack,jj",1984
12292,"starzl,te","urbach,ah",1984
12293,"halliwell,b","gutteridge,jmc",1984
12294,"jeevanandam,m","horowitz,gd",1984
12295,"jeevanandam,m","lowry,sf",1984
12296,"jeevanandam,m","brennan,mf",1984
12297,"bastian,jf","williams,ra",1984
12298,"bastian,jf","ornelas,w",1984
12299,"bastian,jf","tani,p",1984
12300,"bastian,jf","thompson,lf",1984
12301,"frommel,d","gautier,m",1984
